AgentId,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
MINNG0518,60+,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Rarely,Depends,Religious beliefs,Incompatible,Yes,Yes,Yes,Volleyball,National team,Rarely,Alone,Moderately,Yes,Local festivities,Popular music,Frequently
MINNG0519,60+,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Rarely,Depends,Religious beliefs,Incompatible,Yes,Yes,No,Football,National team,Rarely,Alone,Moderately,Yes,Local festivities,Popular music,Frequently
MINNG0520,60+,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Never,Depends,Religious beliefs,Incompatible,Yes,Yes,Yes,Volleyball,National team,Rarely,Neighbours,Moderately,Yes,Local festivities,Popular music,Frequently
MINNG0521,60+,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Never,Depends,Religious beliefs,Incompatible,Yes,Yes,No,Football,Local team,Rarely,Neighbours,A little,Yes,Local festivities,Popular music,Frequently
MINNG0522,36-45,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Never,Depends,Religious beliefs,A little compatible,Yes,Yes,Yes,Volleyball,Local team,Rarely,Neighbours,A little,Yes,Local festivities,Popular music,Frequently
MINNG0523,36-45,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Negative,Yes,Somewhat important,Moderately,Neutral,Rarely,Depends,Community opinion,Partially compatible,Yes,Yes,No,Football,Local team,Rarely,Neighbours,A little,Yes,Local festivities,Popular music,Frequently
MINNG0524,36-45,Female,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Very negative,Yes,Somewhat important,Moderately,Neutral,Never,Depends,Community opinion,Totally compatible,Yes,Yes,Yes,Volleyball,Local team,Rarely,Neighbours,Moderately,Yes,Local festivities,Popular music,Frequently
MINNG0525,36-45,Male,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Very negative,Yes,Somewhat important,Moderately,Neutral,Rarely,Depends,Community opinion,Totally compatible,Unsure,Yes,No,Football,Local team,Rarely,Neighbours,Moderately,Yes,Local festivities,Popular music,Frequently
MINNG0526,36-45,Male,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Never,Depends,Community opinion,Totally compatible,Unsure,Yes,Yes,Football,Local team,Rarely,Neighbours,Not at all,Yes,Local festivities,Popular music,Frequently
MINNG0527,36-45,Male,20+,Yes,A lot,Improved,Significant,Sometimes,Many,Very negative,Yes,Somewhat important,Moderately,Neutral,Never,Depends,Community opinion,Totally compatible,Unsure,Yes,Yes,Volleyball,Local team,Rarely,Neighbours,Not at all,No,Local festivities,Popular music,Frequently
MINNG0528,36-45,Female,20+,Yes,A lot,Improved,Significant,Never,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Rarely,Depends,Community opinion,Totally compatible,Unsure,Yes,Yes,Volleyball,National team,Rarely,Friends,Not at all,No,Local festivities,Popular music,Rarely
MINNG0529,36-45,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,Moderately,Neutral,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Yes,Yes,Volleyball,National team,Rarely,Family,Not at all,No,Local festivities,Religious music,Rarely
MINNG0530,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,Moderately,Neutral,Sometimes,Depends,Religious beliefs,Totally compatible,Unsure,Yes,Yes,Volleyball,National team,Rarely,Friends,Not at all,No,Local festivities,Religious music,Rarely
MINNG0531,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Religious beliefs,Totally compatible,Unsure,Yes,Yes,Volleyball,National team,Rarely,Neighbours,Not at all,No,Local festivities,Religious music,Rarely
MINNG0532,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Religious beliefs,Totally compatible,Unsure,Yes,No,Volleyball,National team,Rarely,Neighbours,Not at all,No,Local festivities,Religious music,Rarely
MINNG0533,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Religious beliefs,Totally compatible,Unsure,Yes,No,Volleyball,National team,Rarely,Alone,A lot,No,Local festivities,Religious music,Rarely
MINNG0534,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Yes,No,Volleyball,National team,Rarely,Alone,A lot,No,Local festivities,Religious music,Rarely
MINNG0535,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Maybe,No,Basketball,National team,Rarely,Alone,A lot,No,Local festivities,Religious music,Rarely
MINNG0536,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,Neutral,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Maybe,No,Basketball,National team,Rarely,Alone,A lot,No,Local festivities,Religious music,Rarely
MINNG0537,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,No,Somewhat important,A lot,Neutral,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Maybe,No,Basketball,National team,Rarely,Alone,A lot,No,Local festivities,Religious music,Rarely
MINNG0538,46-60,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,No opinion,Sometimes,Depends,Community opinion,Totally compatible,Unsure,Maybe,No,Basketball,National team,Rarely,Friends,A lot,No,Local festivities,Religious music,Rarely
MINNG0539,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,No opinion,Sometimes,Depends,Community opinion,Partially compatible,Yes,Yes,No,Basketball,National team,Rarely,Neighbours,A lot,No,Local festivities,Religious music,Frequently
MINNG0540,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,No opinion,Sometimes,Depends,Community opinion,Partially compatible,Unsure,Yes,No,Basketball,National team,Rarely,Friends,A lot,No,Local festivities,Religious music,Rarely
MINNG0541,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Economic benefits,Partially compatible,Yes,Yes,No,Basketball,National team,Rarely,Family,A lot,No,Local festivities,Religious music,Frequently
MINNG0542,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Very negative,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Community opinion,Partially compatible,Yes,Yes,No,Basketball,National team,Rarely,Friends,A lot,Yes,Local festivities,Religious music,Occasionally
MINNG0543,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Negative,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Economic benefits,Partially compatible,Unsure,Yes,No,Athletics,National team,Rarely,Family,A lot,Yes,Local festivities,Religious music,Frequently
MINNG0544,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,Many,Positive,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Personal experience,Partially compatible,Yes,Maybe,No,Volleyball,National team,Rarely,Friends,A lot,Yes,Local festivities,Religious music,Occasionally
MINNG0545,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,A few,Very positive,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Economic benefits,A little compatible,Yes,Yes,No,Football,National team,Always,Friends,A lot,Yes,Local festivities,Religious music,Frequently
MINNG0546,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,A few,Very positive,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Economic benefits,A little compatible,Yes,Maybe,Yes,Volleyball,Does not follow football,Sometimes,Neighbours,A lot,Yes,Local festivities,Religious music,Frequently
MINNG0547,60+,Female,20+,Yes,A lot,Improved,Significant,Rarely,A few,Negative,Yes,Somewhat important,A lot,No opinion,Sometimes,No,Economic benefits,A little compatible,Yes,Maybe,Yes,Football,Does not follow football,Rarely,Alone,A lot,No,Local festivities,International music,Frequently
